2158, -0.0204202, 0.0000000, 0, 4.2500000, 0.0000000
2225, -0.0201285, 0.2359548, 10, 4.2500000, 0.0000000
2291, -0.0195450, 0.4719097, 20, 4.2500000, 0.0000000
2359, -0.0202743, 0.6842689, 29, 4.2500000, 0.0000000
2425, -0.0196909, 0.9202238, 39, 4.2500000, 0.0000000
2493, -0.0201285, 1.1325831, 48, 4.2500000, 0.0000000
2560, -0.0201285, 1.3685379, 58, 4.2500000, 0.0000000
2627, -0.0199826, 1.6044927, 68, 4.2500000, 0.0000000
2694, -0.0217329, 1.8168519, 77, 4.2500000, 0.0000000
2761, -0.0202743, 2.0528068, 87, 4.2500000, 0.0000000
2829, -0.0189616, 2.2887613, 97, 4.2500000, 0.0000000
2895, -0.0182323, 2.5011208, 106, 4.2500000, 0.0000000
2963, -0.0170655, 2.7134799, 115, 4.2500000, 0.0000000
3031, -0.0138566, 2.9022438, 123, 4.2500000, 0.0000000
3098, -0.0113770, 3.0438170, 129, 4.2500000, 0.0000000
3166, -0.0070012, 3.1617944, 134, 4.2500000, 0.0000000
3233, -0.0017503, 3.2325809, 137, 4.2500000, 0.0000000
3301, 0.0017503, 3.2325809, 137, 4.2500000, 1.4004554
3367, 0.0062719, 3.2325809, 137, 4.2500000, 1.4004554
3434, 0.0113770, 3.1381990, 133, 4.2500000, 1.4004554
3502, 0.0156069, 2.9966259, 127, 4.2500000, 1.4004554
3569, 0.0193992, 2.8078622, 119, 4.2500000, 1.4004554
3637, 0.0205661, 2.5719072, 109, 4.2500000, 1.4004554
3704, 0.0215871, 2.3123569, 98, 4.2500000, 1.4004554
3772, 0.0212954, 2.0528068, 87, 4.2500000, 1.4004554
3838, 0.0193992, 1.7932563, 76, 4.2500000, 1.4004554
3906, 0.0189616, 1.5573017, 66, 4.2500000, 1.4004554
3974, 0.0158986, 1.3213468, 56, 4.2500000, 1.4004554
4040, 0.0128356, 1.1325831, 48, 4.2500000, 1.4004554
4108, 0.0102101, 0.9674147, 41, 4.2500000, 1.4004554
4174, 0.0059802, 0.8258419, 35, 4.2500000, 1.4004554
4242, 0.0008752, 0.7550554, 32, 4.2500000, 1.4004554
4310, -0.0051051, 0.7550554, 32, 4.2500000, 0.3271137
4377, -0.0106477, 0.8022464, 34, 4.2500000, 0.3271137
4444, -0.0173572, 0.9202238, 39, 4.2500000, 0.3271137
4511, -0.0211495, 1.1089875, 47, 4.2500000, 0.3271137
4579, -0.0189616, 1.3449423, 57, 4.2500000, 0.3271137
4645, -0.0176489, 1.5573017, 66, 4.2500000, 0.3271137
4713, -0.0169196, 1.7460656, 74, 4.2500000, 0.3271137
4781, -0.0158986, 1.9348293, 82, 4.2500000, 0.3271137
4847, -0.0147317, 2.0999977, 89, 4.2500000, 0.3271137
4915, -0.0137107, 2.2651662, 96, 4.2500000, 0.3271137
4982, -0.0116687, 2.4067389, 102, 4.2500000, 0.3271137
5050, -0.0102101, 2.5247163, 107, 4.2500000, 0.3271137
5117, -0.0080222, 2.6426937, 112, 4.2500000, 0.3271137
5185, -0.0056885, 2.7370758, 116, 4.2500000, 0.3271137
5253, -0.0029172, 2.7842664, 118, 4.2500000, 0.3271137
5320, 0.0002917, 2.7842664, 118, 4.2500000, 1.2062315
5387, 0.0040840, 2.7842664, 118, 4.2500000, 1.2062315
5452, 0.0062719, 2.7842664, 118, 4.2500000, 1.2062315
5520, 0.0058343, 2.6898846, 114, 4.2500000, 1.2062315
5587, 0.0083139, 2.6190981, 111, 4.2500000, 1.2062315
5655, 0.0094808, 2.5011208, 106, 4.2500000, 1.2062315
5723, 0.0106477, 2.3831436, 101, 4.2500000, 1.2062315
5790, 0.0097725, 2.2415704, 95, 4.2500000, 1.2062315
5858, 0.0091891, 2.1235930, 90, 4.2500000, 1.2062315
5924, 0.0088974, 2.0056159, 85, 4.2500000, 1.2062315
5992, 0.0068554, 1.8876385, 80, 4.2500000, 1.2062315
6060, 0.0040840, 1.7932563, 76, 4.2500000, 1.2062315
6127, 0.0026255, 1.7932563, 76, 4.2500000, 0.7768949
6193, 0.0013127, 1.7932563, 76, 4.2500000, 0.7768949
6259, -0.0014586, 1.7932563, 76, 4.2500000, 0.7768949
6325, -0.0042299, 1.7932563, 76, 4.2500000, 0.7768949
6390, -0.0055426, 1.7932563, 76, 4.2500000, 0.7768949
6458, -0.0083139, 1.8404474, 78, 4.2500000, 0.7768949
6524, -0.0103560, 1.9348293, 82, 4.2500000, 0.7768949
6592, -0.0109394, 2.0528068, 87, 4.2500000, 0.7768949
6660, -0.0107935, 2.1707842, 92, 4.2500000, 0.7768949
6726, -0.0122521, 2.2887613, 97, 4.2500000, 0.7768949
