2158, -0.0231915, 0.0000000, 0, 4.2500000, 0.0000000
2225, -0.0240667, 0.2595503, 11, 4.2500000, 0.0000000
2291, -0.0242125, 0.5426960, 23, 4.2500000, 0.0000000
2359, -0.0230457, 0.8258419, 35, 4.2500000, 0.0000000
2425, -0.0227539, 1.0853921, 46, 4.2500000, 0.0000000
2493, -0.0236291, 1.3449423, 57, 4.2500000, 0.0000000
2561, -0.0240667, 1.6044927, 68, 4.2500000, 0.0000000
2627, -0.0239208, 1.8876385, 80, 4.2500000, 0.0000000
2695, -0.0234832, 2.1471886, 91, 4.2500000, 0.0000000
2761, -0.0230457, 2.4067389, 102, 4.2500000, 0.0000000
2829, -0.0230457, 2.6662890, 113, 4.2500000, 0.0000000
2896, -0.0221705, 2.9258396, 124, 4.2500000, 0.0000000
2964, -0.0236291, 3.1853895, 135, 4.2500000, 0.0000000
3032, -0.0212954, 3.4449403, 146, 4.2500000, 0.0000000
3099, -0.0192533, 3.6808948, 156, 4.2500000, 0.0000000
3167, -0.0175030, 3.8932542, 165, 4.2500000, 0.0000000
3234, -0.0157527, 4.0820178, 173, 4.2500000, 0.0000000
3301, -0.0115228, 4.2471861, 180, 4.2500000, 0.0000000
3368, -0.0072929, 4.3651638, 185, 4.2500000, 0.0000000
3436, -0.0039382, 4.4359502, 188, 4.2500000, 0.0000000
3505, 0.0011669, 4.4359502, 188, 4.2500000, 1.9217928
3570, 0.0029172, 4.4359502, 188, 4.2500000, 1.9217928
3636, 0.0059802, 4.4359502, 188, 4.2500000, 1.9217928
3703, 0.0068554, 4.3651638, 185, 4.2500000, 1.9217928
3771, 0.0068554, 4.2707819, 181, 4.2500000, 1.9217928
3838, 0.0067095, 4.1764001, 177, 4.2500000, 1.9217928
3906, 0.0035006, 4.0820178, 173, 4.2500000, 1.9217928
3975, 0.0026255, 4.0820178, 173, 4.2500000, 1.7684582
4040, 0.0005834, 4.0820178, 173, 4.2500000, 1.7684582
4106, -0.0026255, 4.0820178, 173, 4.2500000, 1.7684582
4171, -0.0048133, 4.0820178, 173, 4.2500000, 1.7684582
4238, -0.0059802, 4.0820178, 173, 4.2500000, 1.7684582
4305, -0.0078764, 4.1292090, 175, 4.2500000, 1.7684582
4373, -0.0088974, 4.1999955, 178, 4.2500000, 1.7684582
4441, -0.0081681, 4.2943773, 182, 4.2500000, 1.7684582
4508, -0.0086057, 4.3887591, 186, 4.2500000, 1.7684582
4576, -0.0072929, 4.4831409, 190, 4.2500000, 1.7684582
4643, -0.0046675, 4.5539278, 193, 4.2500000, 1.7684582
4711, -0.0039382, 4.5539278, 193, 4.2500000, 1.9729043
4776, -0.0027713, 4.5539278, 193, 4.2500000, 1.9729043
4843, 0.0001459, 4.5539278, 193, 4.2500000, 1.9729043
4909, 0.0002917, 4.5539278, 193, 4.2500000, 1.9729043
4974, 0.0005834, 4.5539278, 193, 4.2500000, 1.9729043
5041, 0.0011669, 4.5539278, 193, 4.2500000, 1.9729043
5106, 0.0016044, 4.5539278, 193, 4.2500000, 1.9729043
5172, 0.0007293, 4.5539278, 193, 4.2500000, 1.9729043
